JPN,w055,I,"['HAM_N2024230', 'HAM_N2024220', 'HAM_D2024230', 'HAM_D2024220', 'HAM_I2024230', 'HAM_I2024220', 'MUC_N2024250', 'MUC_D2024250', 'MUC_I2024250', 'FRALEAF2024220', 'SHA_N2024170', 'SHA_N2024171', 'SHA_D2024170', 'SHA_D2024171']"
JPN,w055,P,"['HAM_N2024230', 'HAM_N2024220', 'HAM_D2024230', 'HAM_D2024220', 'HAM_I2024230', 'HAM_I2024220', 'MUC_N2024250', 'MUC_D2024250', 'MUC_I2024250', 'FRALEAF2024220', 'SHA_N2024170', 'SHA_N2024171', 'SHA_D2024170', 'SHA_D2024171']"
JPN,w056,S,"['HAM_N2024230', 'HAM_N2024220', 'HAM_D2024230', 'HAM_D2024220', 'HAM_I2024230', 'HAM_I2024220', 'MUC_N2024250', 'MUC_D2024250', 'MUC_I2024250', 'FRALEAF2024220', 'SHA_N2024170', 'SHA_N2024171', 'SHA_D2024170', 'SHA_D2024171']"
JPN,w056,CO,[]
JPN,w056,I,"['MUC_N2024260', 'MUC_D2024260', 'MUC_I2024260', 'FRALEAF2024230', 'SHA_N2024180', 'SHA_N2024181', 'SHA_D2024180', 'SHA_D2024181', 'SHA_I2024180', 'SHA_I2024181', 'CAN_N2024180', 'CAN_D2024180', 'CAN_I2024180']"
JPN,w056,P,"['MUC_N2024260', 'MUC_D2024260', 'MUC_I2024260', 'FRALEAF2024230', 'SHA_N2024180', 'SHA_N2024181', 'SHA_D2024180', 'SHA_D2024181', 'SHA_I2024180', 'SHA_I2024181', 'CAN_N2024180', 'CAN_D2024180', 'CAN_I2024180']"
JPN,w057,S,"['MUC_N2024260', 'MUC_D2024260', 'MUC_I2024260', 'FRALEAF2024230', 'SHA_N2024180', 'SHA_N2024181', 'SHA_D2024180', 'SHA_D2024181', 'SHA_I2024180', 'SHA_I2024181', 'CAN_N2024180', 'CAN_D2024180', 'CAN_I2024180']"
JPN,w057,CO,[]
JPN,w057,I,"['HAM_N2024240', 'HAM_D2024240', 'HAM_I2024240', 'MUC_N2024270', 'MUC_D2024270', 'MUC_I202430', 'MUC_I2024290', 'MUC_I2024280', 'MUC_I2024270', 'FRALEAF2024240', 'SHA_N2024190', 'SHA_N2024191', 'SHA_D2024190', 'SHA_D2024191', 'SHA_I2024190', 'SHA_I2024191', 'CAN_N2024190', 'CAN_D2024190', 'CAN_I2024190']"
JPN,w057,P,"['HAM_N2024240', 'HAM_D2024240', 'HAM_I2024240', 'MUC_N2024270', 'MUC_D2024270', 'MUC_I202430', 'MUC_I2024290', 'MUC_I2024280', 'MUC_I2024270', 'FRALEAF2024240', 'SHA_N2024190', 'SHA_N2024191', 'SHA_D2024190', 'SHA_D2024191', 'SHA_I2024190', 'SHA_I2024191', 'CAN_N2024190', 'CAN_D2024190', 'CAN_I2024190']"
JPN,w058,S,"['HAM_N2024240', 'HAM_D2024240', 'HAM_I2024240', 'MUC_N2024270', 'MUC_D2024270', 'MUC_I202430', 'MUC_I2024290', 'MUC_I2024280', 'MUC_I2024270', 'FRALEAF2024240', 'SHA_N2024190', 'SHA_N2024191', 'SHA_D2024190', 'SHA_D2024191', 'SHA_I2024190', 'SHA_I2024191', 'CAN_N2024190', 'CAN_D2024190', 'CAN_I2024190']"
JPN,w058,CO,[]
JPN,w058,I,"['HAM_N2024250', 'HAM_D2024250', 'HAM_I2024250', 'MUC_N2024280', 'MUC_D2024280', 'FRALEAF2024250', 'SHA_N202420', 'SHA_D202420', 'SHA_I202420', 'CAN_N202420', 'CAN_D202420', 'CAN_I202420']"
JPN,w058,P,"['HAM_N2024250', 'HAM_D2024250', 'HAM_I2024250', 'MUC_N2024280', 'MUC_D2024280', 'FRALEAF2024250', 'SHA_N202420', 'SHA_D202420', 'SHA_I202420', 'CAN_N202420', 'CAN_D202420', 'CAN_I202420']"
JPN,w059,S,"['HAM_N2024250', 'HAM_D2024250', 'HAM_I2024250', 'MUC_N2024280', 'MUC_D2024280', 'FRALEAF2024250', 'SHA_N202420', 'SHA_D202420', 'SHA_I202420', 'CAN_N202420', 'CAN_D202420', 'CAN_I202420']"
JPN,w059,CO,[]
JPN,w059,I,"['HAM_N2024260', 'HAM_D2024260', 'HAM_I2024260', 'MUC_N2024290', 'MUC_D2024290', 'FRALEAF2024260', 'SHA_N2024200', 'SHA_N2024201', 'SHA_D2024200', 'SHA_D2024201', 'SHA_I2024200', 'SHA_I2024201', 'CAN_N2024200', 'CAN_D2024200', 'CAN_I2024200']"
JPN,w059,P,"['HAM_N2024260', 'HAM_D2024260', 'HAM_I2024260', 'MUC_N2024290', 'MUC_D2024290', 'FRALEAF2024260', 'SHA_N2024200', 'SHA_N2024201', 'SHA_D2024200', 'SHA_D2024201', 'SHA_I2024200', 'SHA_I2024201', 'CAN_N2024200', 'CAN_D2024200', 'CAN_I2024200']"
JPN,w060,S,"['HAM_N2024260', 'HAM_D2024260', 'HAM_I2024260', 'MUC_N2024290', 'MUC_D2024290', 'FRALEAF2024260', 'SHA_N2024200', 'SHA_N2024201', 'SHA_D2024200', 'SHA_D2024201', 'SHA_I2024200', 'SHA_I2024201', 'CAN_N2024200', 'CAN_D2024200', 'CAN_I2024200']"
JPN,w060,CO,[]
JPN,w060,I,"['HAM_N202430', 'HAM_N2024290', 'HAM_N2024280', 'HAM_N2024270', 'HAM_D202430', 'HAM_D2024290', 'HAM_D2024280', 'HAM_D2024270', 'HAM_I202430', 'HAM_I2024290', 'HAM_I2024280', 'HAM_I2024270', 'MUC_N202430', 'MUC_D202430', 'FRALEAF2024270', 'SHA_N2024210', 'SHA_N2024211', 'SHA_D2024210', 'SHA_D2024211', 'SHA_I2024210', 'SHA_I2024211', 'CAN_N2024210', 'CAN_D2024210', 'CAN_I2024210']"
JPN,w060,P,"['HAM_N202430', 'HAM_N2024290', 'HAM_N2024280', 'HAM_N2024270', 'HAM_D202430', 'HAM_D2024290', 'HAM_D2024280', 'HAM_D2024270', 'HAM_I202430', 'HAM_I2024290', 'HAM_I2024280', 'HAM_I2024270', 'MUC_N202430', 'MUC_D202430', 'FRALEAF2024270', 'SHA_N2024210', 'SHA_N2024211', 'SHA_D2024210', 'SHA_D2024211', 'SHA_I2024210', 'SHA_I2024211', 'CAN_N2024210', 'CAN_D2024210', 'CAN_I2024210']"
JPN,w061,S,"['HAM_N202430', 'HAM_N2024290', 'HAM_N2024280', 'HAM_N2024270', 'HAM_D202430', 'HAM_D2024290', 'HAM_D2024280', 'HAM_D2024270', 'HAM_I202430', 'HAM_I2024290', 'HAM_I2024280', 'HAM_I2024270', 'MUC_N202430', 'MUC_D202430', 'FRALEAF2024270', 'SHA_N2024210', 'SHA_N2024211', 'SHA_D2024210', 'SHA_D2024211', 'SHA_I2024210', 'SHA_I2024211', 'CAN_N2024210', 'CAN_D2024210', 'CAN_I2024210']"
JPN,w061,CO,[]
JPN,w061,I,"['MUC_N2024300', 'MUC_D2024300', 'MUC_I2024300', 'FRALEAF2024280', 'SHA_N2024220', 'SHA_N2024221', 'SHA_D2024220', 'SHA_D2024221', 'SHA_I2024230', 'SHA_I2024231', 'SHA_I2024220', 'SHA_I2024221', 'CAN_N2024230', 'CAN_N2024220', 'CAN_D2024230', 'CAN_D2024231', 'CAN_D2024220', 'CAN_I2024230', 'CAN_I2024220']"
JPN,w061,P,"['MUC_N2024300', 'MUC_D2024300', 'MUC_I2024300', 'FRALEAF2024280', 'SHA_N2024220', 'SHA_N2024221', 'SHA_D2024220', 'SHA_D2024221', 'SHA_I2024230', 'SHA_I2024231', 'SHA_I2024220', 'SHA_I2024221', 'CAN_N2024230', 'CAN_N2024220', 'CAN_D2024230', 'CAN_D2024231', 'CAN_D2024220', 'CAN_I2024230', 'CAN_I2024220']"
JPN,w062,S,"['MUC_N2024300', 'MUC_D2024300', 'MUC_I2024300', 'FRALEAF2024280', 'SHA_N2024220', 'SHA_N2024221', 'SHA_D2024220', 'SHA_D2024221', 'SHA_I2024230', 'SHA_I2024231', 'SHA_I2024220', 'SHA_I2024221', 'CAN_N2024230', 'CAN_N2024220', 'CAN_D2024230', 'CAN_D2024231', 'CAN_D2024220', 'CAN_I2024230', 'CAN_I2024220']"
JPN,w062,CO,[]
JPN,w062,I,"['MUC_N2024310', 'MUC_D2024310', 'MUC_I2024310', 'FRALEAF2024290', 'SHA_N2024230', 'SHA_N2024231', 'SHA_D2024230', 'SHA_D2024231']"
JPN,w062,P,"['MUC_N2024310', 'MUC_D2024310', 'MUC_I2024310', 'FRALEAF2024290', 'SHA_N2024230', 'SHA_N2024231', 'SHA_D2024230', 'SHA_D2024231']"
JPN,w063,S,"['MUC_N2024310', 'MUC_D2024310', 'MUC_I2024310', 'FRALEAF2024290', 'SHA_N2024230', 'SHA_N2024231', 'SHA_D2024230', 'SHA_D2024231']"
JPN,w063,CO,[]
JPN,w063,I,"['MUC_N2024320', 'MUC_D2024320', 'MUC_I2024320', 'FRALEAF202430', 'SHA_N2024240', 'SHA_N2024241', 'SHA_D2024240', 'SHA_D2024241', 'SHA_I2024240', 'SHA_I2024241', 'CAN_N2024240', 'CAN_D2024240', 'CAN_D2024241', 'CAN_I2024240']"
JPN,w063,P,"['MUC_N2024320', 'MUC_D2024320', 'MUC_I2024320', 'FRALEAF202430', 'SHA_N2024240', 'SHA_N2024241', 'SHA_D2024240', 'SHA_D2024241', 'SHA_I2024240', 'SHA_I2024241', 'CAN_N2024240', 'CAN_D2024240', 'CAN_D2024241', 'CAN_I2024240']"
JPN,w064,S,"['MUC_N2024320', 'MUC_D2024320', 'MUC_I2024320', 'FRALEAF202430', 'SHA_N2024240', 'SHA_N2024241', 'SHA_D2024240', 'SHA_D2024241', 'SHA_I2024240', 'SHA_I2024241', 'CAN_N2024240', 'CAN_D2024240', 'CAN_D2024241', 'CAN_I2024240']"
JPN,w064,CO,[]
JPN,w064,I,"['HAM_N2024300', 'HAM_D2024300', 'HAM_I2024300', 'MUC_N2024330', 'MUC_D2024330', 'MUC_I2024330', 'FRALEAF2024300', 'SHA_N2024250', 'SHA_N2024251', 'SHA_D2024250', 'SHA_D2024251', 'SHA_I2024250', 'SHA_I2024251', 'CAN_N2024250', 'CAN_D2024250', 'CAN_D2024251', 'CAN_I2024250']"
JPN,w064,P,"['HAM_N2024300', 'HAM_D2024300', 'HAM_I2024300', 'MUC_N2024330', 'MUC_D2024330', 'MUC_I2024330', 'FRALEAF2024300', 'SHA_N2024250', 'SHA_N2024251', 'SHA_D2024250', 'SHA_D2024251', 'SHA_I2024250', 'SHA_I2024251', 'CAN_N2024250', 'CAN_D2024250', 'CAN_D2024251', 'CAN_I2024250']"
JPN,w065,S,"['HAM_N2024300', 'HAM_D2024300', 'HAM_I2024300', 'MUC_N2024330', 'MUC_D2024330', 'MUC_I2024330', 'FRALEAF2024300', 'SHA_N2024250', 'SHA_N2024251', 'SHA_D2024250', 'SHA_D2024251', 'SHA_I2024250', 'SHA_I2024251', 'CAN_N2024250', 'CAN_D2024250', 'CAN_D2024251', 'CAN_I2024250']"
JPN,w065,CO,[]
JPN,w065,I,"['HAM_N2024310', 'HAM_D2024310', 'HAM_I2024310', 'MUC_N2024340', 'MUC_D2024340', 'MUC_I2024340', 'FRALEAF2024310', 'SHA_N2024260', 'SHA_N2024261', 'SHA_D2024260', 'SHA_D2024261', 'SHA_I2024260', 'SHA_I2024261', 'CAN_N2024260', 'CAN_D2024260', 'CAN_D2024261', 'CAN_I2024260']"
JPN,w065,P,"['HAM_N2024310', 'HAM_D2024310', 'HAM_I2024310', 'MUC_N2024340', 'MUC_D2024340', 'MUC_I2024340', 'FRALEAF2024310', 'SHA_N2024260', 'SHA_N2024261', 'SHA_D2024260', 'SHA_D2024261', 'SHA_I2024260', 'SHA_I2024261', 'CAN_N2024260', 'CAN_D2024260', 'CAN_D2024261', 'CAN_I2024260']"
JPN,w066,S,"['HAM_N2024310', 'HAM_D2024310', 'HAM_I2024310', 'MUC_N2024340', 'MUC_D2024340', 'MUC_I2024340', 'FRALEAF2024310', 'SHA_N2024260', 'SHA_N2024261', 'SHA_D2024260', 'SHA_D2024261', 'SHA_I2024260', 'SHA_I2024261', 'CAN_N2024260', 'CAN_D2024260', 'CAN_D2024261', 'CAN_I2024260']"
JPN,w066,CO,[]
JPN,w066,I,"['HAM_N2024320', 'HAM_D2024320', 'HAM_I2024320', 'MUC_N2024350', 'MUC_D2024350', 'MUC_I2024350', 'FRALEAF2024320', 'SHA_N2024270', 'SHA_N2024271', 'SHA_D2024270', 'SHA_D2024271', 'SHA_I202430', 'SHA_I2024290', 'SHA_I2024291', 'SHA_I2024280', 'SHA_I2024281', 'SHA_I2024270', 'SHA_I2024271', 'CAN_N202430', 'CAN_N2024290', 'CAN_N2024280', 'CAN_N2024270', 'CAN_D202430', 'CAN_D2024290', 'CAN_D2024280', 'CAN_D2024270', 'CAN_I202430', 'CAN_I2024290', 'CAN_I2024280', 'CAN_I2024270']"
JPN,w066,P,"['HAM_N2024320', 'HAM_D2024320', 'HAM_I2024320', 'MUC_N2024350', 'MUC_D2024350', 'MUC_I2024350', 'FRALEAF2024320', 'SHA_N2024270', 'SHA_N2024271', 'SHA_D2024270', 'SHA_D2024271', 'SHA_I202430', 'SHA_I2024290', 'SHA_I2024291', 'SHA_I2024280', 'SHA_I2024281', 'SHA_I2024270', 'SHA_I2024271', 'CAN_N202430', 'CAN_N2024290', 'CAN_N2024280', 'CAN_N2024270', 'CAN_D202430', 'CAN_D2024290', 'CAN_D2024280', 'CAN_D2024270', 'CAN_I202430', 'CAN_I2024290', 'CAN_I2024280', 'CAN_I2024270']"
JPN,w067,S,"['HAM_N2024320', 'HAM_D2024320', 'HAM_I2024320', 'MUC_N2024350', 'MUC_D2024350', 'MUC_I2024350', 'FRALEAF2024320', 'SHA_N2024270', 'SHA_N2024271', 'SHA_D2024270', 'SHA_D2024271', 'SHA_I202430', 'SHA_I2024290', 'SHA_I2024291', 'SHA_I2024280', 'SHA_I2024281', 'SHA_I2024270', 'SHA_I2024271', 'CAN_N202430', 'CAN_N2024290', 'CAN_N2024280', 'CAN_N2024270', 'CAN_D202430', 'CAN_D2024290', 'CAN_D2024280', 'CAN_D2024270', 'CAN_I202430', 'CAN_I2024290', 'CAN_I2024280', 'CAN_I2024270']"
JPN,w067,CO,[]
JPN,w067,I,"['HAM_N2024330', 'HAM_D2024330', 'HAM_I2024330', 'MUC_N2024360', 'MUC_D2024360', 'MUC_I2024360', 'FRALEAF2024330', 'SHA_N2024280', 'SHA_N2024281', 'SHA_D2024280', 'SHA_D2024281']"
JPN,w067,P,"['HAM_N2024330', 'HAM_D2024330', 'HAM_I2024330', 'MUC_N2024360', 'MUC_D2024360', 'MUC_I2024360', 'FRALEAF2024330', 'SHA_N2024280', 'SHA_N2024281', 'SHA_D2024280', 'SHA_D2024281']"
JPN,w068,S,"['HAM_N2024330', 'HAM_D2024330', 'HAM_I2024330', 'MUC_N2024360', 'MUC_D2024360', 'MUC_I2024360', 'FRALEAF2024330', 'SHA_N2024280', 'SHA_N2024281', 'SHA_D2024280', 'SHA_D2024281']"
JPN,w068,CO,[]
JPN,w068,I,"['HAM_N2024340', 'HAM_D2024340', 'HAM_I2024340', 'MUC_N2024370', 'MUC_D2024370', 'MUC_I2024370', 'FRALEAF2024340', 'SHA_N2024290', 'SHA_N2024291', 'SHA_D2024290', 'SHA_D2024291']"
JPN,w068,P,"['HAM_N2024340', 'HAM_D2024340', 'HAM_I2024340', 'MUC_N2024370', 'MUC_D2024370', 'MUC_I2024370', 'FRALEAF2024340', 'SHA_N2024290', 'SHA_N2024291', 'SHA_D2024290', 'SHA_D2024291']"
JPN,w069,S,"['HAM_N2024340', 'HAM_D2024340', 'HAM_I2024340', 'MUC_N2024370', 'MUC_D2024370', 'MUC_I2024370', 'FRALEAF2024340', 'SHA_N2024290', 'SHA_N2024291', 'SHA_D2024290', 'SHA_D2024291']"
JPN,w069,CO,[]
JPN,w069,I,"['HAM_N2024350', 'HAM_D2024350', 'HAM_I2024350', 'MUC_N2024380', 'MUC_D2024380', 'MUC_I2024380', 'FRALEAF2024350', 'SHA_N202430', 'SHA_D202430']"
JPN,w069,P,"['HAM_N2024350', 'HAM_D2024350', 'HAM_I2024350', 'MUC_N2024380', 'MUC_D2024380', 'MUC_I2024380', 'FRALEAF2024350', 'SHA_N202430', 'SHA_D202430']"
JPN,w070,S,"['HAM_N2024350', 'HAM_D2024350', 'HAM_I2024350', 'MUC_N2024380', 'MUC_D2024380', 'MUC_I2024380', 'FRALEAF2024350', 'SHA_N202430', 'SHA_D202430']"
JPN,w070,CO,[]
JPN,w070,I,"['HAM_N2024360', 'HAM_D2024360', 'HAM_I2024360', 'MUC_N2024390', 'MUC_D2024390', 'MUC_I2024390', 'FRALEAF2024360', 'SHA_N2024300', 'SHA_N2024301', 'SHA_D2024300', 'SHA_D2024301', 'SHA_I2024300', 'SHA_I2024301', 'CAN_N2024300', 'CAN_D2024300', 'CAN_I2024300']"
JPN,w070,P,"['HAM_N2024360', 'HAM_D2024360', 'HAM_I2024360', 'MUC_N2024390', 'MUC_D2024390', 'MUC_I2024390', 'FRALEAF2024360', 'SHA_N2024300', 'SHA_N2024301', 'SHA_D2024300', 'SHA_D2024301', 'SHA_I2024300', 'SHA_I2024301', 'CAN_N2024300', 'CAN_D2024300', 'CAN_I2024300']"
JPN,w071,S,"['HAM_N2024360', 'HAM_D2024360', 'HAM_I2024360', 'MUC_N2024390', 'MUC_D2024390', 'MUC_I2024390', 'FRALEAF2024360', 'SHA_N2024300', 'SHA_N2024301', 'SHA_D2024300', 'SHA_D2024301', 'SHA_I2024300', 'SHA_I2024301', 'CAN_N2024300', 'CAN_D2024300', 'CAN_I2024300']"
JPN,w071,CO,[]
JPN,w071,I,"['HAM_N2024370', 'HAM_D2024370', 'HAM_I2024370', 'MUC_N202440', 'MUC_D202440', 'MUC_I202440', 'FRALEAF2024370', 'SHA_N2024310', 'SHA_N2024311', 'SHA_D2024310', 'SHA_D2024311', 'SHA_I2024310', 'SHA_I2024311', 'CAN_N2024310', 'CAN_D2024310', 'CAN_I2024310']"
JPN,w071,P,"['HAM_N2024370', 'HAM_D2024370', 'HAM_I2024370', 'MUC_N202440', 'MUC_D202440', 'MUC_I202440', 'FRALEAF2024370', 'SHA_N2024310', 'SHA_N2024311', 'SHA_D2024310', 'SHA_D2024311', 'SHA_I2024310', 'SHA_I2024311', 'CAN_N2024310', 'CAN_D2024310', 'CAN_I2024310']"
JPN,w072,S,"['HAM_N2024370', 'HAM_D2024370', 'HAM_I2024370', 'MUC_N202440', 'MUC_D202440', 'MUC_I202440', 'FRALEAF2024370', 'SHA_N2024310', 'SHA_N2024311', 'SHA_D2024310', 'SHA_D2024311', 'SHA_I2024310', 'SHA_I2024311', 'CAN_N2024310', 'CAN_D2024310', 'CAN_I2024310']"
JPN,w072,CO,[]
JPN,w072,I,"['HAM_N2024380', 'HAM_D2024380', 'HAM_I2024380', 'MUC_N2024400', 'MUC_D2024400', 'MUC_I2024400', 'FRALEAF2024380', 'SHA_N2024320', 'SHA_N2024321', 'SHA_D2024320', 'SHA_D2024321', 'SHA_I2024320', 'SHA_I2024321', 'CAN_N2024320', 'CAN_D2024320', 'CAN_I2024320']"
JPN,w072,P,"['HAM_N2024380', 'HAM_D2024380', 'HAM_I2024380', 'MUC_N2024400', 'MUC_D2024400', 'MUC_I2024400', 'FRALEAF2024380', 'SHA_N2024320', 'SHA_N2024321', 'SHA_D2024320', 'SHA_D2024321', 'SHA_I2024320', 'SHA_I2024321', 'CAN_N2024320', 'CAN_D2024320', 'CAN_I2024320']"
JPN,w073,S,"['HAM_N2024380', 'HAM_D2024380', 'HAM_I2024380', 'MUC_N2024400', 'MUC_D2024400', 'MUC_I2024400', 'FRALEAF2024380', 'SHA_N2024320', 'SHA_N2024321', 'SHA_D2024320', 'SHA_D2024321', 'SHA_I2024320', 'SHA_I2024321', 'CAN_N2024320', 'CAN_D2024320', 'CAN_I2024320']"
JPN,w073,CO,[]
JPN,w073,I,"['HAM_N2024390', 'HAM_D2024390', 'HAM_I2024390', 'MUC_N2024410', 'MUC_D2024410', 'MUC_I2024410', 'FRALEAF2024390', 'SHA_N2024330', 'SHA_N2024331', 'SHA_D2024330', 'SHA_D2024331', 'SHA_I2024330', 'SHA_I2024331', 'CAN_N2024330', 'CAN_D2024330', 'CAN_I2024330']"
JPN,w073,P,"['HAM_N2024390', 'HAM_D2024390', 'HAM_I2024390', 'MUC_N2024410', 'MUC_D2024410', 'MUC_I2024410', 'FRALEAF2024390', 'SHA_N2024330', 'SHA_N2024331', 'SHA_D2024330', 'SHA_D2024331', 'SHA_I2024330', 'SHA_I2024331', 'CAN_N2024330', 'CAN_D2024330', 'CAN_I2024330']"
JPN,w074,S,"['HAM_N2024390', 'HAM_D2024390', 'HAM_I2024390', 'MUC_N2024410', 'MUC_D2024410', 'MUC_I2024410', 'FRALEAF2024390', 'SHA_N2024330', 'SHA_N2024331', 'SHA_D2024330', 'SHA_D2024331', 'SHA_I2024330', 'SHA_I2024331', 'CAN_N2024330', 'CAN_D2024330', 'CAN_I2024330']"
JPN,w074,CO,[]
JPN,w074,I,"['HAM_N202440', 'HAM_D202440', 'HAM_I202440', 'MUC_N2024420', 'MUC_D2024420', 'MUC_I2024420', 'FRALEAF202440', 'SHA_N2024340', 'SHA_N2024341', 'SHA_D2024340', 'SHA_D2024341', 'SHA_I2024340', 'SHA_I2024341', 'CAN_N2024340', 'CAN_D2024340', 'CAN_I2024340']"
JPN,w074,P,"['HAM_N202440', 'HAM_D202440', 'HAM_I202440', 'MUC_N2024420', 'MUC_D2024420', 'MUC_I2024420', 'FRALEAF202440', 'SHA_N2024340', 'SHA_N2024341', 'SHA_D2024340', 'SHA_D2024341', 'SHA_I2024340', 'SHA_I2024341', 'CAN_N2024340', 'CAN_D2024340', 'CAN_I2024340']"
JPN,w075,S,"['HAM_N202440', 'HAM_D202440', 'HAM_I202440', 'MUC_N2024420', 'MUC_D2024420', 'MUC_I2024420', 'FRALEAF202440', 'SHA_N2024340', 'SHA_N2024341', 'SHA_D2024340', 'SHA_D2024341', 'SHA_I2024340', 'SHA_I2024341', 'CAN_N2024340', 'CAN_D2024340', 'CAN_I2024340']"
JPN,w075,CO,[]
JPN,w075,I,"['HAM_N2024400', 'HAM_D2024400', 'HAM_I2024400', 'MUC_N2024430', 'MUC_D2024430', 'MUC_I2024430', 'FRALEAF2024400', 'SHA_N2024350', 'SHA_N2024351', 'SHA_D2024350', 'SHA_D2024351', 'SHA_I2024350', 'SHA_I2024351', 'CAN_N2024350', 'CAN_D2024350', 'CAN_I2024350']"
JPN,w075,P,"['HAM_N2024400', 'HAM_D2024400', 'HAM_I2024400', 'MUC_N2024430', 'MUC_D2024430', 'MUC_I2024430', 'FRALEAF2024400', 'SHA_N2024350', 'SHA_N2024351', 'SHA_D2024350', 'SHA_D2024351', 'SHA_I2024350', 'SHA_I2024351', 'CAN_N2024350', 'CAN_D2024350', 'CAN_I2024350']"
JPN,w076,S,"['HAM_N2024400', 'HAM_D2024400', 'HAM_I2024400', 'MUC_N2024430', 'MUC_D2024430', 'MUC_I2024430', 'FRALEAF2024400', 'SHA_N2024350', 'SHA_N2024351', 'SHA_D2024350', 'SHA_D2024351', 'SHA_I2024350', 'SHA_I2024351', 'CAN_N2024350', 'CAN_D2024350', 'CAN_I2024350']"
JPN,w076,CO,[]
JPN,w076,I,"['HAM_N2024410', 'HAM_D2024410', 'HAM_I2024410', 'MUC_N2024440', 'MUC_D2024440', 'MUC_I2024440', 'FRALEAF2024410', 'SHA_N2024360', 'SHA_N2024361', 'SHA_D2024360', 'SHA_D2024361', 'SHA_I2024360', 'SHA_I2024361', 'CAN_N2024360', 'CAN_D2024360', 'CAN_I2024360']"
JPN,w076,P,"['HAM_N2024410', 'HAM_D2024410', 'HAM_I2024410', 'MUC_N2024440', 'MUC_D2024440', 'MUC_I2024440', 'FRALEAF2024410', 'SHA_N2024360', 'SHA_N2024361', 'SHA_D2024360', 'SHA_D2024361', 'SHA_I2024360', 'SHA_I2024361', 'CAN_N2024360', 'CAN_D2024360', 'CAN_I2024360']"
JPN,w077,S,"['HAM_N2024410', 'HAM_D2024410', 'HAM_I2024410', 'MUC_N2024440', 'MUC_D2024440', 'MUC_I2024440', 'FRALEAF2024410', 'SHA_N2024360', 'SHA_N2024361', 'SHA_D2024360', 'SHA_D2024361', 'SHA_I2024360', 'SHA_I2024361', 'CAN_N2024360', 'CAN_D2024360', 'CAN_I2024360']"
JPN,w077,CO,[]
